,Sentences,Negativity
5409,i made hair clips i always love using the hot glue gun i feel so dangerous,1
5410,i cant help feeling that the connection between paganism and christianity is over stressed at times and perhaps misrepresented at others,1
5411,i feel useful there in more ways than one and i so enjoy speaking with the clientele,0
5412,i feel sympathetic for the asshole,0
5413,i just want to be okay and feel fine because maybe if i keep lying to myself ill start to believe it,0
5414,i can take one positive side out of the match that i could still win a third set feeling that nervous and that extra tired,1
5415,i am not feeling especially clever today,0
5416,i am no longer interests you or you came here for the posts on writing i have a feeling these will be few and far between for a while then i can promise i wont be offended if you take yourself off my followers list,1
5417,i feel fucking worthless there because the pro players only talk among themselves and create some exclusive group for the elite players in co,1
5418,im feeling unsure of myself much of the time i start doubting myself,1
5419,i feel like i am actually doing something creative and not just watching tv constantly,0
5420,i feel that for the most part there is a sincere need they they need to fill,0
5421,i am feeling much better and am so excited to come back to school tomorrow,0
5422,this situation keeps occurring when my little sister disagrees with me or viceversa we have very similar temperaments and i always end up feeling angry at her and myself for fighting so much over unimportant trivial matters,1
5423,i feel needy and emotional i dont like it,1
5424,i feel totally shocked though it was me who made the choice and it was him who was shocked,0
5425,i explained my absence by saying id been feeling crappy which is true but i didnt explain the details,1
5426,i feel a lot of times regretful not of them but of having them so young,1
5427,one of my fellow students had bunked field work and in my attempt to cover up for him i myself was exposed,1
5428,i kept feeling weird sensations somewhere between being burned and being shocked from the inside out,0
5429,i feel i understand everything they say and experience a strange kinship though ive never been on an actual battlefield,0
5430,i was sound asleep probably in the middle of a good dream too until i feel my legs being shaken,1
5431,i end up in a state of financially down feeling useless low self esteem no confident in picking up new job or even old job that is open for me to grab it,1
5432,i made a cake and other people made buttons but i feel like we were mutually appreciative,0
5433,i for a single feel that barack obama is a gracious and noble man and i also believe that he will help us citizens by way of challenging periods,0
5434,i am feeling slutty then their goes your slut look,0
5435,i was feeling overwhelmed with life work you name it,0
5436,i want to avoid feeling reluctant,1
5437,i feel rejected by my former classmates and i feel disconnected from my friends in that either i alone among them understand the full context of lies that surround us or that i am the worst and accepting them,1
5438,i feel like my life is not moving smoothly i immediately look around amp see if i can be at service while focusing on giving and supporting others,0
5439,i began to feel curious and let me tell you something,0
5440,i used to feel so proud of my body health and looks,0
5441,i woke up feeling particularly productive and took the opportunity to get the nursery photo ready,0
5442,i feel like im going to throw up and im so groggy i can barely write this,1
5443,i feel a little like maybe we missed something,1
5444,i went to bed still feeling shitty and i woke up feeling shitty too,1
5445,i kind of feel like leaving those last cute pictur,0
5446,i feel irate i wish i was a god and could sweep away those who rake my anger,1
5447,i really need to focus on algebra now but i feel even more doomed for that class,1
5448,i hope but routinely my hopes are crushed and then i feel stupid for having had any hope,1
5449,i can t help feeling that the ascension had some divine humour in it,0
5450,ive in the past and i stress past were talking the s i was very self conscious of being too skinny but why didnt i feel like a delicate ballerina,0
5451,i feel like these looked brighter in the bottle than on the nails but these are perfect summer colors,0
5452,i start to feel quite a bit better while other days even waiting the hour or so doesnt help,0
5453,im feeling sad and low if im struggling with what to do,1
5454,im feeling punished for having loved the previous books,1
5455,i still have that anxious feeling that will be resolved by a night on the town,0
5456,i feel like im being punished because of something someone else did,1
5457,i feel entertained by his movies i have been a closet sandler watcher for nearly years,0
5458,i shouldn t i think i sometimes feel insulted by the low offers as if the person is trying to get something for nothing,1
5459,i get lonely the more i get inspired to draw and use these feelings to push my artistic ability further,0
5460,i surrounded aggressive mood of the people i feel like not to confront them more appreciative of the energy i feel i m in a different form of a circle of energy,0
5461,i replied i don t enjoy doing this lt but perhaps better that we discuss it face to face because i too feel like i ve been royally fucked over,1
5462,im not in a good mood and feeling so low in this particular day because of so many issues that trigger the thought,1
5463,i hide away from nearly all of them in an attempt to be a better seeming person to them all or to save the face of someone i feel wronged by but dont want others to feel bad about,1
5464,i just generally feel awful,1
5465,i forgive myself that i have accepted and allowed myself to constantly feel impatient,1
5466,i wrote on spec on an issue i feel strongly about has been rejected three times over,1
5467,i want it to feel fake,1
5468,i feel like it is just making it more irritated,1
5469,i am nauseous and dizzy and feel all gloomy or at least not attached to my body anymore,1
5470,i always come back feeling talented,0
5471,i would never admit to it but i feel i have to defend fred from the vile accusation that it is his,1
5472,i am still an evolving person i am still going to feel anger and sometimes despite how truthful i try to examine the anger i won t always be able to see clearly,0
5473,i entered the temple feeling vaguely terrified,1
5474,i dont know why but i feel so unhappy with aspects of this picture,1
5475,i feel like i am so excited to leave the country and all of my problems behind but at the same time i feel like going to china is making me avoid my problems and that is exactly what i do not want to happen,0
5476,i do feel a dull pain when i am reminded of him,1
5477,i think im intentionally pushing jason to the outer limits so i can validate this feeling of being alone and yet somehow he moves forward,1
5478,i discovered from a young age that acquiring feeling of wit was obviously a precious quality to have,0
5479,i was thinking the situation is fucked up so i must be high because the opportunity presents itself and thats what people do when they feel fucked up or whatever,1
5480,i still feel pretty resentful towards the people who totally fked me over,1
5481,i mention i feel lousy,1
5482,i am always left feeling that i have achieved something worthwhile,0
5483,im not exercising im not changing anything else and so i feel lame and nonproductive,1
5484,i use that to relax sometimes if i m feeling a little stressed,1
5485,i went from feeling pretty impressed with myself having champagne toasts with my team wearing a gorgeous new suit with perfectly done hair and makeup to sitting alone on a floor with three naked toddler covered in gunk,0
5486,i feel is the perfect audio to hear while reading about sonics past,0
5487,i feel curious about what is coming,0
5488,i just couldnt shake the feeling that in its clever self referential tone it believed itself to share a kind of intertextuality with a whole genre of books that are completely out of its league,0
5489,i recall going to comfort her feeling afraid for her my father was never shy to hit me and i accepted that with what logic i was taught boys got hit but you should never hit or kick girls even if they did it first or youre playing a hitting game,1
5490,i again ran out of water and again started to feel miserable but my blister care had worked passably on my feet and by then we were within striking distance of the sea,1
5491,i starting feeling like i had to do a project make a recipe or do something creative in order to post,0
5492,i dream about her i never see her in person but i feel her presence and it doesn t have a very pleasant effect on me i also sometimes dream that i m constatly searching for her unable and frustrated because i can t seem to find her,0
5493,i feel it vital that we keep tangs,0
5494,ive come in contact with has made me feel loved cared for and like i have some cheerleaders in the corner rooting for us and hoping and praying that we achieve our dream someday,0
5495,i feel there s a lot of valuable information regarding each of the seven steps that you should all consider and know about,0
5496,i wasnt feeling it and i didnt want to fake it,1
5497,i will not be deterred from the outside i will take my children with me and i will not be made to feel crappy about it and if you dont like it you can stay home,1
5498,i don t know about where you live but where i live it seems like a lot of people are feeling pretty hopeless about their futures,1
5499,i feel super duper tired,0
5500,i also didnt go into the interview feeling intimidated though in previous months i might have,1
5501,i dont enjoy this shit and i dont want to feel heartless,1
5502,i only drank a bit actually and loved it just merry so feel fabulous this morning,0
5503,i feel it all grumpy,1
5504,i find myself feeling less intelligent and further trapped in my current situation,0
5505,i did not hate high school and remembering those times doesnt make me feel tortured or anything but man when i was i was a piece of work,1
5506,i feel completely heartbroken not one to talk much about anything personal im not going to go into any further details about it this is just to let you know if im not around on here or on twitter for a while there is a justified reason,1
5507,i am feeling positive and ready to attack this week,0
5508,i feel a bit of a resigned sigh exasperation,1
5509,i have not included this title on the blog because i had a feeling i liked it so much because i have lived in southwest florida not too far from the hypothetical island where this novel takes place,0
5510,i feel it is acceptable considering it will become his house as well and all the other things i just listed,0
5511,i start to look at myself differently when i feel depressed and my emotions make me feel like i really am fat,1
5512,i have been made to feel totally unwelcome by my managers at work i ve gone from being one of the most trained in my team to human being of the least,1
5513,i have wanted to complain about the woman who runs my sons program because i feel that she is a danger to other students but unfortunately until our situation is resolved and i need to be very careful because if we go to due process anything i say could be used against me,0
5514,i feel almost angry about it bored frustrated useless,1
5515,i aced the hardest part so feel triumphant anyway,0
5516,i feel most content and right with the world,0
5517,i checked on her feelings and the status of your shaky marriage fifty times so often did i do so in fact that after a while all i had to do was ask with a look,1
5518,i feel like i am having a tragic deja vu by corey foley foley thebullhouston,1
5519,im writing this i feel a tad bit reluctant to say goodbye to this year,1
5520,i feel even remotely as passionate as i did last years top picks but taken as a whole i feel like was a more satisfying movie year than perhaps even the most satisfying since i started blogging in which was incidentally an unusually great year for movies,0
5521,i feel clients maybe a bit stunned rich elegant scent offered mild blue,0
5522,i fall into with others dont stay the same for very long and i feel like my life is going to get shaken up,1
5523,i feel the need to be loyal,0
5524,i know a lot of people say that its just another day and we shouldnt wait for commercialized so called holiday to express and remember our love and our loved ones but i cant help but feel something specially romantic in the air every valentines day,0
5525,i quit my phd for the reason of i am feeling undervalued and unimportant i vowed never to allow to be treated that way,1
5526,i have a feeling that those skills might prove useful,0
5527,i dont see anything in myself or my life that i can feel proud about,0
5528,i highly recommend this photographer because she has high energy but not over the top where you feel uncomfortable,1
5529,i feel pretty on top of this,0
5530,i am left feeling that if i want to tell a story i should not be afraid of reality of whether something is pretty or not,1
5531,i fear ive lost my way i dont know how to say what i feel tom petty one more day one more night,1
5532,i want a relationship a healthy relationship that challenges me to be better than i am encourages me to take risks a relationship where i not only feel respected but cherished and safe,0
5533,i say yes i feel wonderful tonight,0
5534,i just don t feel accepted,0
5535,i pagetitle geeths dawath almond burfi metadescription few days back i was feeling restless after two failures of almond burfi which i had tried from two different sources,1
5536,i feel kind of shitty for not realizing it for this long,1
5537,i am feeling a real sense of calm,0
5538,i feel about sweet baby kicks because it will be a whole other story,0
5539,i get tired easily i am weaker i feel lousy etc,1
5540,i did promise that id pull myself if i didnt feel well in the next few miles,0
5541,i feel much more virtuous than if its a total mess with dust an inch thick on top of everything,0
5542,i feel despised by just playing,1
5543,i feel by being sincere and honest i hope i can make an impression on someone and make them seriously think about what can be a bad outcome,0
5544,i call when i feel threatened,1
5545,i dont know about the rest of you but sometimes when i am blog hopping i start to feel a bit intimidated by the perfectness or the illusion of perfectness portrayed by some blogs,1
5546,i never made time for me and things were happening personally that left me feeling unloved and worthless,1
5547,im not typing this right now feeling all lethargic and buzzed up from all the food and drink like the old joe would have,1
5548,i feel with my precious little girls arms wrapped so tightly around my neck,0
5549,i was not feeling very hopeful that our baby had survived,0
5550,i feel tempted to say something rude or gauche or at any rate frowned upon in sophisticated media circles,1
5551,i really feel so shy to you guys kept disturbing you guys so i only decide to come out alone,1
5552,i feel triumphant and weirdly anxious about my patriots making their way to the super bowl,0
5553,i really just cant stand the feeling of letting my beloved gf meeting her ex which they still contact so much and they still have strong feeling there,0
5554,im not one of those parents who feels autism has devastated or ruined our lives,1
5555,i informed her feeling blank and nonchalant you wont like what you see,1
5556,i hate this feeling paranoid days i scare,1
5557,i feel like i m not good enough,0
5558,i am still feeling shaky about it,1
5559,i feel rejected by his answers,1
5560,i have a feeling it might be a pleasant recreational activity but ive already taken most of it for actual pain management,0
5561,i didnt feel like i was causing a problem im the kind of person i had confrontations so i hated sending an email saying something wasnt right,1
5562,i feel much more confident about it and i feel like my shot is there,0
5563,i feel as if im watching the delicate surgery of a loved one who went gt into the hospital for a splinter and is now battling for her life,0
5564,i do not feel this has anything to do with trusting him or anyone esle for that mater,0
5565,i just feel id be one wimpy designer,1
5566,i feel like i want not really to change but to be kinda like friendly sociable and the opposites of an introvert,0
5567,i know i will be back and since i m a teacher i hope to bring my love for zouk to the people in shanghai but it still feels strange,1
5568,i feel much more carefree amp cheery,0
5569,i have worked so hard on my next album over the past two weeks that i feel that wonderful mix of intense emotions of elation and exhaustion,0
5570,i joined the meditation i could feel the wonderful energy and loving connection that was beyond time space and distance,0
5571,i do feel regretful of not living in the moment completely,1
5572,i feel like i am dwelling on this but w e ever since my grandfather died i find myself becoming more and more hostile,1
5573,i feel a special new notebook wending its way here to make a home with me,0
5574,i am feeling content,0
5575,i always wake up in a great mood and feel relaxed,0
5576,i feel i didn t study well enough in vce but then i remember i got a degree so i m not dumb,0
5577,i was feeling agitated and felt i needed to hide out for awhile,1
5578,i feel a hunger so strong so deep,0
5579,i feel so needy and lonely right now,1
5580,i just wonder why are you feeling so offended when its like my honest opinions,1
5581,i believe and i still feel empty i answered back,1
5582,im still feeling pretty lousy,1
5583,im just feeling pressured by my friends all getting together with people maybe im just going through hormonal shifts again,1
5584,i wanted her to be loved and feel loved with my actions of saying it every day,0
5585,i felt a warm feeling for him but still not the type of feeling that i want to feel when i am around someone that i am looking to potentially have something special with,0
5586,i suppose i had selfishly hoped that this act would have given me some smug superior feeling of those celebrities and rock stars who tell us how unfortunate enter charitable cause here are but no,1
5587,i havent been this weight in years and im feeling pretty psyched,0
5588,i feel that suffering,1
5589,i am feeling particularly naughty the bread is white,0
5590,i feel it is over burdened by its loneliness,1
5591,i feel insulted of course,1
5592,ive turned into his own personal hokeh booj and im allowing my feelings to be victimized,1
5593,i couldnt help feeling gratitude for the life i enjoy and the people in it even though i missed my wife and son and couldnt share the moment with them,1
5594,i feel so drained i feel like i ve lost myself what can i do,1
5595,i do think that taylor should feel proud over it and it does mean she has reached legend status to a degree,0
5596,i miss being able to lounge on a couch all day and watch football and eat good food and not feel distracted by the countless projects floating around in my mind,1
5597,ive been reading a lot of articles about baby boomers parents dying or going to assisted living places and about how the children are feeling so burdened by the fact of getting rid of their stuff,1
5598,im feeling goddamn bitchy now but ill try to keep it to a minimum,1
5599,ive been feeling as though weve been living virtually through the rich and famous or those we secretly envy by scrolling through instagram or facebook,0
5600,im feeling timid and shy again but it was a feeling i wont soon forget about,1
5601,i can feel your innocent smile i am yours you are mine as each others lifeline all these words want to convey i am with you in any way,0
5602,i was soo quiet it was a mixture of not sleeping well and feeling a bit isolated from the big group,1
5603,i also feel thankful,0
5604,i look into his beady eyes and i think about the joy he would receive from getting any raise regardless of size and i instantly feel ungrateful,1
5605,i justified in feeling slighted or am i just being ungrateful,1
5606,i feel like my work has been accepted and i feel like i have done what i came here to do,0
5607,i guess i just feel aggravated that i cant get into it like the rest of the world,1
5608,i just do not understand why some people feel the need to hurt other peoples feelings,1
5609,i was feeling unsure of where she was at,1
5610,i feel pretty a href http whyidodeclaire,0
5611,i feel so safe with this boy,0
5612,i still have homework to do and the fact that im feeling incredibly irritable today that makes me panic a little bit,1
5613,i feel like i need to seem them to make sure they are real,0
5614,i am happy to see myself hurts i have become unselfish i abandoned my feeling heart just for the happiness the happiness that very uncertain,1
5615,i feel sad and as i sat,1
5616,im sure whoever said that was just feeling a little uncertain about again as i am now,1
5617,i feel sure that he will love it because it will complete his vintage winter look perfectly,0
5618,i feel like were finally hitting the sweet spot in parenting the boys are starting to be able to play together zach is becoming a fantastic helper will is talking constantly eat is currently his favourite word and taking an active interest in everything his older brother is doing,0
5619,im happy to be done but i feel like im having to guide my brain step by step back into a calm clear state,0
5620,i grew up wanting to be so much like everyone in my family that i have never settled into one unique musical niche where i feel smug mocking all others who dare to like a pop song or indie folk or techno or show tunes or even ska,0
5621,i feel smug the amount of stuff i have is more compact lightweight i am zen,0
5622,i was actually feeling so exhausted,1
5623,i was feeling slightly more inspired,0
5624,i feel inadequate at times because she is so amazing,1
5625,i post on this blog will not be thematic but rather a sampling of whatever thoughts i feel inspired to put into words and share,0
5626,i feel bitter towards a friend that i shouldn t i feel bad for it but at the same time i become so reserved when i m around her that i don t want to be,1
5627,i was looking pale and feeling exhausted,1
5628,i started feeling funny and next thing i remember is slightly being awake for a little bit of the surgery and maybe being a little unnerved about it but that s how light anesthesia was that he applied,0
5629,i feel pathetic every time i walk into sandra s office asking to leave,1
5630,im so close to just trembling out how i feel he asked me if i was attracted to him over the vicious splendor of it all the stride of a waitress brushing ears onto our conversation,1
5631,i have a feeling readers will be pleasantly surprised by it and perhaps they will go through my project twice comparing the imagery of both books,0
5632,i feel like ive been disillusioned about liszt ever since i read this article about him,1
5633,i got home safely but i feel pretty rotten,1
5634,i didn t feel scared at all,1
5635,i am actually feeling a little triumphant watching this economic crisis unfold,0
5636,im the first person to stand up for free speech any speech and as a society i feel weve become too uptight and too politically correct i do think that whomever we choose to be president has a duty to respect the office and to not speak poorly of any of his constituents jokingly or otherwise,1
5637,i was sitting on the bus coming back from school a man from nearly forty years sat beside me after a while i looked at him and saw that he was looking at me with opened throusers and holding his penis,1
5638,i am not sure if i should feel excited the fact that i can meet new people and learn new skills or scared of the fact that i am clueless and little which is the same feeling when i first entered high school,0
5639,i pray that through this blog you will gain a better understanding of just how valuable you are to jesus christ and that he has a plan for your life that does not involve you feeling hopeless or worthless,1
5640,i feel gloomy right now,1
5641,i feel delicious pagetype index url http ifeeldelicious,0
5642,i feel it is my obligation to tell the world about israels culture and show that music is above the petty trivial things,1
5643,i seek out guidance when my mind feels so sadly confused that the weight on my spirit cant help but sag,1
5644,ive feeling a little blank and could think of nothing to write about which might be interesting to explore or had my mind captivated,1
5645,i also look ahead and feel fearful and weak as i face the unknown and possibly more hardships,1
5646,i feel the self pressured expectation to keep up to date with our family events so in order to assuage the guilt here we go,1
5647,i sometimes add a little drizzle of semi sweet or bittersweet chocolate to the top of the brownies when im feeling especially naughty,0
5648,ive been constantly feeling rather shitty about myself,1
5649,i feel it more than ever and in this perfect weather well find a place together,0
5650,ive been feeling intimidated by the perspective to dry fast for days and to have to work particularly on th,1
5651,i felt way more relaxed than usual when i was observed and it made me feel confident,0
5652,i mean i feel ive always liked to be independent thus i never had any problem adapting to this environment,0
5653,i feel any emotional pull or get a sense of the wolves size,1
5654,i feel burdened a moment hearing that both of them are having problems,1
5655,i went into this years bath half feeling rather jaded with the whole running thing,1
5656,i would rather give my business to someone i feel like i know and whose story i am sympathetic to,0
5657,i always feel so intimidated when i attend the show the feeling i have that my hooking will never be that good i wish i could combine colors like that etc,1
5658,i feel regretful but i still have chance to make up,1
5659,i have no idea what he has in store for me so why have i been feeling so anxious,1
5660,i feel like supra has been giving back buy supporting the core sport of skateboarding and providing quality product that the kids can relate to,0
5661,i still feel tortured knowing that i wake up everyday alive and somewhere in this world someone is dying,1
5662,i think this is largely because i write for myself and because i am chiefly concerned with how i feel during the creative process and how i feel upon revisiting that work,0
5663,i can actually feel my lats has me completely excited,0
5664,i managed to keep a hold of the remainder of the classes just barely and i was feeling so stressed when i got home that i took a klonopin,1
5665,id recommend using this in conjunction with other products if youre feeling stressed but it does seem to help maintain a calmer state of mind especially if youve almost trained your brain to feel relaxed around certain scents like myself,1
5666,i miss the northwoods with such passion that i feel distracted,1
5667,i still feel unsure about what to write,1
5668,i am asking you questions instead of answering them but do you feel safe here,0
5669,i feels that kame is fully relaxed and his hole is stretched enough he pulls out his fingers positions his shaft at the entrance and pushes in slowly,0
5670,i shouldnt be the one crying into the phone or calling you back everytime you hang up on me just because im hoping youll atleast pick up so i can hear you when im feeling distraught,1
5671,i needed help and he was in such a way that he was also empowering me and making me feel confident of myself,0
5672,i have trouble asserting myself and feel abused and angry much of the time,1
5673,im feeling very generous or am temporarily incapacitated,0
5674,im still feeling a bit delicate and the week is looking to be heading away from my plan already mon gym tue cycle wed gym thu cycle fri gym sat amp sun rest,0
5675,i leave her sessions feeling tranquil and mindfully optimistic,0
5676,i really love about the spray is how it feels cool to the skin,0
5677,i woke up feeling pretty lousy and sick,1
5678,i seem calmer than usual which i think is a bad sign because i feel real frantic real flat,1
5679,i feel like a crappy mom and id just like to get alexs attention for mins to tell him what i think about him,1
5680,i actually was feeling friendly towards people,0
5681,i really really am so tired of having all the feelings inside stucked in heart all the time yet its so stubborn to manifest,1
5682,i have been going to my same classes at the gym just havent had time to write move it monday posts and have been keeping up pretty well have just cut down on some of the intense jumping squats and some of the oblique exercises just because it feels strange,1
5683,i was ready to rid myself of this reputation that made me feel dirty and unclean even if my friends never made me feel that way,1
5684,i am feeling sentimental i would like to take this time to thank all of the people who have come and gone in my life i will remember you all,1
5685,i feel helpless to rid myself of it,1
5686,im feeling enraged at another persons actions i have to consider what i was thinking about in the moments prior to the incident,1
5687,i feel disgusted at myself for being like this,1
5688,i demand freedom i demand fun i demand a rich enough life to feel resolved in my twilight years,0
5689,i do everything i can to heal and i still feel helpless,1
5690,i still don t feel relief i still don t feel satisfied i want more i crave more but the options i have don t seem promising or worth the shot,0
5691,i suppose i should feel alarmed that we just witnessed him flat out murdering a man but let s be honest that guy sucked,1
5692,i feel like the other conflicts have been resolved,0
5693,i guess because i feel emotionally i have been beaten up by my circumstances,1
5694,i feel that if the faithful want to get an up close and personal gander at someone like the archbishop that they should arrive early like the rest of the common folk to guarantee their cushy spot,0
5695,i was feeling depressed and knew i had to snap out of it,1
5696,close friends talking badly of other friends,1
5697,i just feel like ive missed out on a lot lately,1
5698,i am feeling rather creative lately and would like to keep this blog up as much as i can,0
5699,i was feeling really cranky that i never showered or got out of my sweatpants,1
5700,i feel very honored to have been invited to take part and lok forward to meeting everyone learning from i meet,0
5701,i feel is partly to do with my self belief that i am clever enough to leave things to the last minute continues to plague me and i keep committing the same mistakes over and over again and i never seem to want to learn,0
5702,im happy to spend a little more on bar good cheese its a bag or box if im feeling naughty of macarons,0
5703,i literally feel like everywhere i turn were being assaulted with facebook and instagram announcements about anyone and everyone i know being pregnant,1
5704,i know ill keep coming back to it when im feeling unsure about my future and ill probably keep telling myself someday it could happen megan if you just keep on believing,1
5705,i feel like something totally unimportant happened while i was asleep but i totally forgot what it was,1
5706,i feel quietly superior about the whole thing and remind myself how many times before ive enjoyed those cookies while barely noticing i was enjoying them,0
5707,i just feel scared and i feel like i need to get out of the way,1
5708,i still have things i m worried about i don t feel quite so distraught,1
5709,i feel i am getting the benefits of hot yoga,0
5710,i sat there feeling relieved,0
5711,i find myself feeling hopeful for what this new console may do,0
5712,i didn t know if it was jealousy or hatred or everything it was that situation created and the impossibility to express my feelings and my family ignored it as well,1
5713,i feel annoyed shaky inside weak on the outside,1
5714,im feeling re invigorated,0
5715,i have a feeling i know who this company is and am just disgusted by some of the stories i ve been hearing like this,1
5716,i feel rather clever,0
5717,i feel like theres no one really caring,0
5718,i can actually do this cool thing in the winter mostly where ill put my hand against a clothed person and you can slowly feel my cold,1
5719,i feel like i have a really cool close friend,0
5720,i recommend using them when feeling emotionally drained,1
5721,i despise the ungrateful to the point of not feeling angered by them and i forgive their abuse,1
5722,i could also feel tortured in school with all the annoying people asking about my absence and teasing and mocking me about it,1
5723,i start to run gaining speed by the second i feel the cool prick of moisture on my cheeks,0
5724,i can t tell if the main difference is that i m no longer a teenager or if it s that everything is accessible that make me feel less passionate about the discovery of something special,0
5725,i am feeling a bit restless,1
5726,i also realized as i spoke up today however that the more i speak the less objectified i feel as i interact and share my thoughts i feel less like a poster and more like an intelligent person with good things to contribute to the conversation,0
5727,i dont really know how i should feel im shocked really,0
5728,i spent the day laughing so much i can feel my jaw aching for all the exercises and stretches it made,1
5729,i would feel rude expressing anything other than general muted support,1
5730,i still feel as though something sweet and wonderful is ending,0
5731,i feel overwhelmed with one thing i tend to feel overwhelmed with everything,1
5732,i still feel that complacent about unfinished projects,0
5733,i make i can feel all the muscles sending pain and my bones aching,1
5734,i feel angry each time i ask you once and then again,1
5735,im funny energetic playful and when i feel like it im outgoing,0
5736,i want to pull out my hair times i want to run times that i feel selfish and times that i hate myself for feeling all those things,1
5737,i am and i feel its unfortunate but a fact of life at this point that i might as well learn to accept,1
5738,i personally feel dogs are clever,0
5739,i was laying in my bed the other night feeling angry,1
5740,i also think it wouldnt hurt to let them feel that they are admired,0
5741,i was then overwhelmed with this feeling of peace and acceptance from my loving father and a reminder of all we were able to accomplish this week and the strength he has given me,0
5742,i need things to be neater or you were mean to me instead of i feel hurt and unworthy are ways we blame others for what s going on within us,1
5743,i feel honoured to have fought for the just,0
5744,when a man who had a knife grabbed me and threatened me with it,1
5745,i have to go i suffer though it the best i can feeling very embarrassed the whole time,1
5746,i had accepted his self appraisal as a great guy buttressed by the public facade hes developed to feel accepted,0
5747,i don t know what you ve said to your man lately ladies and i don t know how you feel gentlemen but with the effort we put into our communication and emotions we can work together to build a strong unit that moves forward together,0
5748,i consume it and it keeps me from feeling like a terrible terrible human,1
5749,i can feel how much he loves me shows me that i m safe from hurt and loneliness and pain at his hands,0
5750,i feel strangely calm for having everything literally on the line with this vote,0
5751,i had this feeling wouldnt have pleased dad,0
5752,i do slip in things that i am interested in that i feel they would also like think would be cool,0
5753,im not sure how i feel about that being our song since its kind of really obnoxious but whatever it was fun,1
5754,i told him that i had so much work to do before a baby could come back into our lives and i could feel peaceful with that,0
5755,i was feeling and i was feeling pretty a href http llwproductions,0
5756,i can always find the time for it and always feel fabulous when im finished,0
5757,i feel pity on you reading your posts looking how horrible you pretend to be happy and how trying hard you are,1
5758,i didn t feel burdened when i was out there on the street,1
5759,i was feeling humiliated to the extent that made me force myself to pretend that i m totally fine with this,1
5760,i just went and counted my days off so far and this is only my fourth one so i feel a bit less lame,1
5761,i looked through all these things looked at old photos and re read old fanzines i started to feel incredibly nostalgic and i normally dislike nostalgia,0
5762,im feeling a little frustrated right now because im trying to do things that will in the end make me feel better but a lack of money is really holding me back despite the fact that i work almost full time at a job i love btw,1
5763,i begin to feel more relaxed and comfortable in your presence i find in almost every conversation we have a perception of yours that makes me take notice of these facets as being admirable,0
5764,im feeling a bit better about the upcoming craft show madness,0
5765,i feel so very privileged to have known this god and jesus as what,0
5766,i have been disturbed by hammering and drilling all day i feel disturbed,1
5767,i am feeling a little disheartened by my country and the priorities we have,1
5768,i felt like it s because i m thinking too much about some things which is ruining my chance to feel happy especially when i m alone,0
5769,i can now feel some relief in my aching muscles,1
5770,i this feels rebellious to me,1
5771,i feel like its way too much food and half the time im terrified its this tiny paltry offering and wont be enough,1
5772,i feel as though she s the patron goddess of the divine rage of women and i certainly have a lot of that,0
5773,i start to feel bad physically emotionally mentally,1
5774,ive always been so against it but i just cant seem to focus on school anymore and im sick of feeling all dazed out,0
5775,i feel very satisfied to have gone through this challenge,0
5776,ive struggled with my weight for ages and im so sick of feeling naff that i am doubly determined to succeed,0
5777,i still feel homesick and missing so many things about zambia,1
5778,i feel like i must confess to you faithful blog readers that last night i ate a steak at craftsteak,0
5779,i feel rather moronic blogging about my art ventures who really wants to hear from a novice on how to do stuff anyways,1
5780,i feel very irritated with the situation in our house at night,1
5781,i do not feel that homosexuals should be blamed for wanting a deeper commitment with their lover,1
5782,i feel doubtful because all she said was about how handsome the doctor is and i should ask his number when i meet him,1
5783,im feeling stressed out because there arent any classes open right now,1
5784,i feel blessed to see something i had know idea was around,0
5785,i feel that it is useful that blogs can be edited after publishing them,0
5786,im feeling quite lethargic and feel like sitting on the lounge and watching tv which is so not like me,1
5787,im writing i feel so afraid,1
5788,i feel dirty excuse me while i go take a long shower,1
5789,i feel clever and choose to take an action,0
5790,i hold pretty heavy grudges when i feel someone has wronged me,1
5791,i feel i have no direction in life i can t find a passion that i can hold on to and when i m passionate about something is really the only time i m any good at it,0
5792,i feel agitated sad and defeated,1
5793,i don t regularly take anything for my anxiety i don t like how it makes me feel kind of carefree,0
5794,i was made to feel a treasured guest even though many of these people did not have enough money to live on themselves,0
5795,i wonder what it is going to feel like to have a president that isn t hated by the world,1
5796,i also feel oddly strange,1
5797,i am still not feeling remorseful and is contemplating getting stuffs from sprees,1
5798,ive got a cold which is just bad enough to make me feel listless but not so bad that it actually knocks me out,1
5799,i feel more like i m on my now aching knees,1
5800,i used to be pretty decent about it but anymore i just feel like anything i have to say is petty and depthless,1
5801,i was feeling totally heartbroken for some reason,1
5802,i am feeling like my goal is a little lame in comparison,1
5803,i feel petty accusing someone of lying,1
5804,i feel devastated with what happened to my brand new honda civic in addition that was my first car,1
5805,i feel totally guilty posting dessert recipes like this on a blog where i m all about healthy eating,1
5806,i look at the backs of quilts with utter glee inspecting and feeling pleased with my balanced tension thinking wow im actually a real quilter,0
5807,i moved out due to marriage i feel unwelcome and uncomfortable im their home,1
5808,i rise because i know that feelings lie and i wont be beaten by a lie,1
5809,i find it sickening that i am afraid to ask for things because i can t help feeling like i will be judged as greedy ungrateful materialistic,1
5810,i am frightened that my weight is continuing to go up whilst i stand by feeling helpless and scoffing of course,1
5811,i feel pathetic and look even worse,1
