,Sentences,Negativity
2207,the movie feel like it's going to be great and it carry on feeling that way for a long time but takeoff just never happens,1
2208,a gimmick in search of a movie how to get carvey into a many silly costume and deliver a many silly voice a possible plot mechanic be damned,1
2209,the last time i saw a theater full of people constantly checking their watch wa during my sat,1
2210,fifty minute of tedious adolescent melodramatics followed by thirty five minute of inflated nonsense,1
2211,lack the punch and verve needed to make this genre soar,1
2212,it's often faintly amusing but the problem of the character never become important to u and the story never take hold,1
2213,it's tough astringent darkly funny and well it's also generic untidy condescending and mild of impact rather than stunning,1
2214,largely a for fan artifact,1
2215,there's no denying the elaborateness of the artist's conception nor his ability to depict them with outrageous elan but really the whole series is so much pretentious nonsense lavishly praised by those who equate obscurity with profundity,1
2216,character wander into predictably treacherous situation even though they should know better,1
2217,there's plenty of style in guillermo del toro's sequel to the hit but why do we need minute to tell a tale that simply can't sustain more than minute,1
2218,i f you've been to more than one indie flick in your life chance are you've already seen this kind of thing,1
2219,first time director jo o pedro rodrigues' unwillingness to define his hero's background or motivation becomes more and more frustrating a the film go on,1
2220,no reason for anyone to invest their hard earned buck into a movie which obviously didn't invest much into itself either,1
2221,a strong first quarter slightly le so second quarter and average second half,1
2222,a boring wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age screaming from the theater,1
2223,the vampire thriller blade ii start off a a wild hoot and then suck the blood out of it fun toward the end you can feel your vein cringing from the workout,1
2224,when the first few villians are introduced a spider and snake you know you're in for a real winner creativity at it peak,1
2225,an afterschool special without the courage of it conviction,1
2226,the final result make for adequate entertainment i suppose but anyone who ha seen chicago on stage will leave the theater feeling they've watched nothing but a pale imitation of the real deal,1
2227,director byler may yet have a great movie in him but charlotte sometimes is only half of one,1
2228,so few movie explore religion that it's disappointing to see one reduce it to an idea that fit in a sampler,1
2229,it's also clear from the start that the transporter is running purely on adrenaline and once the initial high wear off the film's shortcoming start to shine through,1
2230,watching it is rather like viewing a long soap opera in which only the first episode wa any good,1
2231,it's fun but a psychological mess with austin power bumping his head on the way out of the closet,1
2232,there are touching moment in etoiles but for the most part this is a dull dour documentary on what ought to be a joyful or at least fascinating subject,1
2233,overwrought melodramatic bodice ripper,1
2234,could the whole plan here have been to produce something that make fatal attraction look like a classic by comparison that's the only sane rationale i can think of for swimfan's existence,1
2235,i didn't laugh at the ongoing effort of cube and his skinny buddy mike epps to make like laurel and hardy 'n the hood,1
2236,the only way this supernatural snore fest could give anyone a case of the fright is if they were put to sleep by the movie and had a nightmare,1
2237,i wonder what the reaction of israeli will be to this supposedly evenhanded presentation,1
2238,the film would work much better a a video installation in a museum where viewer would be free to leave immediately,1
2239,human nature initially succeeds by allowing itself to go crazy but ultimately fails by spinning out of control,1
2240,it's a prison soccer movie starring charismatic tough guy vinnie jones but it had too much spitting for me to enjoy,1
2241,not even the hanson brother can save it,1
2242,the thriller side of this movie is falling flat a the stalker doesn't do much stalking and no cop or lawyer grasp the concept of actually investigating the case,1
2243,a strained comedy that jettisons all opportunity for rock to make his mark by serving up the usual chaotic nonsense,1
2244,a sour nasty offering,1
2245,feel like one of those contrived only in hollywood production where name actor deliver big performance created for the sole purpose of generating oscar talk,1
2246,obstacle are too easily overcome and there isn't much in the way of character development in the script,1
2247,it tell more than it show,1
2248,earnest fall short of it ideal predecessor largely due to parker's ill advised meddling with the timeless source material,1
2249,the film might have been more satisfying if it had in fact been fleshed out a little more instead of going for easy smile,1
2250,pretentious editing ruin a potentially terrific flick,1
2251,not every animated film from disney will become a classic but forgive me if i've come to expect more from this studio than some minute after school cartoon,1
2252,do not under any circumstance consider taking a child younger than middle school age to this wallow in crude humor,1
2253,nothing debases a concept comedy quite like the grinding of bad idea and showtime is crammed full of them,1
2254,much anticipated and ultimately lackluster movie,1
2255,this is really just another genre picture,1
2256,each story on it own could have been expanded and worked into a compelling single feature but in it current incarnation storytelling never quite get over it rather lopsided conception,1
2257,william shatner a a pompous professor is the sole bright spot,1
2258,a trite psychological thriller designed to keep the audience guessing and guessing which is not to be confused with suspecting until it come time to wrap thing up and send the viewer home,1
2259,neither funny nor suspenseful nor particularly well drawn,1
2260,carente de imaginaci n mal dirigida peor actuada y sin un pice de romance e una verdadera p rdida de tiempo y dinero',1
2261,acting particularly by tambor almost make never again worthwhile but writer director schaeffer should follow his titular advice,1
2262,both star manage to be funny but like the recent i spy the star chemistry begs the question of whether random gag add up to a movie,1
2263,collateral damage go by the number and rep decent action entertainment until the silly showdown ending that force the viewer to totally suspend disbelief,1
2264,enigma' is a good name for a movie this delibrately obtuse and unapproachable a waste of good performance,1
2265,a dreary incoherent self indulgent mess of a movie in which a bunch of pompous windbag drone on inanely for two hour a cacophony of pretentious meaningless prattle,1
2266,i kept thinking over and over again 'i should be enjoying this ' but i wasn't,1
2267,a conceived by mr schaeffer christopher and grace are little more than collection of quirky trait lifted from a screenwriter's outline and thrown at actor charged with the impossible task of making them jell,1
2268,like so many other allegedly scary movie it get so tangled up in the twist that it choke the energy right out of the very audience it seek to frighten,1
2269,the essential problem in orange county is that having created an unusually vivid set of character worthy of it strong cast the film flounder when it come to giving them something to do,1
2270,just like hearst's enormous yacht it's slow and unwieldy and take a long time to reach it destination,1
2271,there is not a character in the movie with a shred of plausibility not an event that is believable not a confrontation that is not staged not a moment that is not false,1
2272,where last time joke flowed out of cho's life story which provided an engrossing dramatic through line here the comedian hide behind obviously constructed routine,1
2273,why come up with something even quasi original when you can pillage from shirley jackson richard matheson and puke up something like rose red,1
2274,a broadly played lowbrow comedy in which the cast delivers mildly amusing performance and no farm animal were injured by any of the gag,1
2275,too gory to be a comedy and too silly to be an effective horror film,1
2276,lack heart depth and most of all purpose,1
2277,though a bit of a patchwork in script and production a glossy rich green environment almost make the picture work,1
2278,perfectly enjoyable instantly forgettable nothing to write home about,1
2279,wasabi is slight fare indeed with the entire project having the feel of something tossed off quickly like one of hubert's punch but it should go down smoothly enough with popcorn,1
2280,somehow both wildly implausible and strangely conventional,1
2281,this ill fitting tuxedo is strictly off the rack,1
2282,is ballistic worth the price of admission absolutely not it sucked would i see it again please see previous answer,1
2283,the premise is in extremely bad taste and the film's supposed insight are so poorly thought out and substance free that even a high school senior taking his or her first psychology class could dismiss them,1
2284,set up a nice concept for it fiftysomething leading lady but fails loudly in execution,1
2285,kidman is really the only thing that's worth watching in birthday girl a film by the stage trained jez butterworth mojo that serf a yet another example of the sad decline of british comedy in the post full monty world,1
2286,imagine the james wood character from videodrome making a home movie of audrey rose and showing it to the kid from the sixth sense and you've imagined the ring,1
2287,this time kaufman's imagination ha failed him,1
2288,an intermittently pleasing but mostly routine effort,1
2289,it becomes gimmicky instead of compelling interview loses it overall sense of mystery and becomes a tv episode rather than a documentary that you actually buy into,1
2290,unfaithful' cheat on itself and retreat to comfortable territory too bad,1
2291,frenetic but not really funny,1
2292,taken individually or collectively the story never add up to a much a they promise,1
2293,if you're not a prepubescent girl you'll be laughing at britney spears' movie starring debut whenever it doesn't have you impatiently squinting at your watch,1
2294,a didactic and dull documentary glorifying software anarchy,1
2295,an awful snooze,1
2296,sluggishly directed by episodic tv veteran joe zwick it's a sitcom without the snap crackle,1
2297,you could nap for an hour and not miss a thing,1
2298,director clare kilner's debut is never a daft a it should have been,1
2299,new best friend shouldn't have gone straight to video it should have gone straight to a mystery science theater video,1
2300,wallace seems le like he's been burning to tell a war story than he's been itching to somehow tack one together,1
2301,the thrill is long gone,1
2302,just plain silly,1
2303,began life a a computer game then morphed into a movie a bad one of course,1
2304,part comedy part drama the movie wind up accomplishing neither in full and leaf u feeling touched and amused by several moment and idea but nevertheless dissatisfied with the movie a a whole,1
2305,godawful boring slug of a movie,1
2306,dull if not devoid of wit this shaggy dog longs to frisk through the back alley of history but scarcely manages more than a modest snoozy charm,1
2307,scene by scene thing happen but you'd be hard pressed to say what or why,1
2308,an unimaginative nasty glibly cynical piece of work,1
2309,it is by conventional standard a fairly terrible movie but it is also weirdly fascinating a ready made eurotrash cult object it is also at time curiously moving,1
2310,the tug of war at the core of beijing bicycle becomes weighed down with agonizing contrivance overheated pathos and long wistful gaze,1
2311,vile and tacky are the two best adjective to describe ghost ship,1
2312,some decent actor inflict big damage upon their reputation,1
2313,being author wells' great grandson you'd think filmmaker simon well would have more reverence for the material but this costly dud is a far cry from either the book or the beloved film,1
2314,offensive in the way it exploit the hot button issue of domestic abuse for cheap thrill and disgusting in the manner it repeatedly put a small child in jeopardy treating her a little more than a prop to be cruelly tormented,1
2315,mark me down a a non believer in werewolf film that are not serious and rely on stupidity a a substitute for humor,1
2316,thoughtless random superficial humour and a lot of very bad scouse accent,1
2317,aspires for the piquant but only really achieves a sort of ridiculous sourness,1
2318,accuracy and realism are terrific but if your film becomes boring and your dialogue isn't smart then you need to use more poetic license,1
2319,for all it highfalutin title and corkscrew narrative the movie turn out to be not much more than a shaggy human tale,1
2320,a soggy cliche bound epic horror yarn that end up being even dumber than it title,1
2321,one groan inducing familiarity begets another,1
2322,although based on a real life person john in the movie is a rather dull person to be stuck with for two hour,1
2323,feeble comedy,1
2324,great story bad idea for a movie,1
2325,with spy kid the island of lost dream writer director producer robert rodriguez ha cobbled together a film that feel like a sugar high gone awry,1
2326,there is no entry portal in the rule of attraction and i spent most of the movie feeling depressed by the shallow selfish greedy character,1
2327,it's hard to tell with all the crashing and banging where the salesmanship end and the movie begin,1
2328,my god i'm behaving like an idiot yes you are ben kingsley,1
2329,a dreadful live action movie,1
2330,divertingly ridiculous headbangingly noisy,1
2331,an earnest racial issue picture that might have gotten respectful critical praise in a different era say the ' s,1
2332,a hideous confusing spectacle one that may well put the nail in the coffin of any future rice adaptation,1
2333,all i can say is fuhgeddaboutit,1
2334,between bedroom scene viewer may find themselves wishing they could roll over and take a nap,1
2335,if you collected all the moment of coherent dialogue they still wouldn't add up to the time required to boil a four minute egg,1
2336,despite all the talking by the time the bloody climax arrives we still don't feel enough of an attachment to these guy to care one way or another,1
2337,every bit a bogus a most disney live action family movie are no real plot no real conflict no real point,1
2338,a sensual performance from abbass buoy the flimsy story but her inner journey is largely unexplored and we're left wondering about this exotic looking woman whose emotional depth are only hinted at,1
2339,never engaging utterly predictable and completely void of anything remotely interesting or suspenseful,1
2340,spousal abuse is a major problem in contemporary society but the film reduces this domestic tragedy to florid melodrama,1
2341,oedekerk wrote patch adam for which he should not be forgiven why he wa given free reign over this project he wrote directed starred and produced is beyond me,1
2342,the creaking rusty ship make a fine backdrop but the ghosts' haunting is routine,1
2343,whatever eyre's failing a a dramatist he deserves credit for bringing audience into this hard and bitter place,1
2344,scotland pa blur the line between black comedy and black hole,1
2345,it try too hard and overreaches the logic of it own world,1
2346,the whole damn thing is ripe for the jerry springer crowd it's all pretty cynical and condescending too,1
2347,i cry for i spy or i would if this latest and laziest imaginable of all vintage tv spinoffs were capable of engendering an emotional response of any kind,1
2348,a boring formulaic mix of serial killer and stalk'n'slash,1
2349,what you would end up with if you took orwell bradbury kafka george lucas and the wachowski brother and threw them into a blender but that's just the problem with it the director hasn't added enough of his own ingredient,1
2350,with recent tension rekindled by the kathleen soliah trial and the upcoming trial of sla member emily and william harris not to mention sept it difficult these day to appreciate fire's bright side,1
2351,flaunt it quirky excess like a new year's eve drunk sporting a paper party hat,1
2352,writhing under dialogue like 'you're from two different worlds' and 'tonight the maid is a lie and this this is who you are ' this schlock filled fairy tale hit new depth of unoriginality and predictability,1
2353,too slow too boring and occasionally annoying,1
2354,is there enough material to merit a documentary on the making of wilco's last album,1
2355,faultlessly professional but finally slight,1
2356,schmaltzy and unfunny adam sandler's cartoon about hanukkah is numbingly bad little nicky bad worst list bad,1
2357,it's really yet another anemic and formulaic lethal weapon derived buddy cop movie trying to pas off it lack of imagination a hip knowingness,1
2358,scotland pa is a strangely drab romp some studio pizazz might have helped,1
2359,when perry fist a bull at the moore farm it's only a matter of time before he get the upper hand in matter of the heart,1
2360,there's more scatological action in crazy night than a proctologist is apt to encounter in an entire career,1
2361,too loud too long and too frantic by half die another day suggests that the bond franchise ha run into a creative wall that cannot fly over tunnel under or barrel through,1
2362,the cartoon is about a true to the spirit of the festival of light a mr deed wa to that of frank capra,1
2363,the sum of the part equal largely a confused mediocrity,1
2364,the tone shift abruptly from tense to celebratory to soppy,1
2365,if we don't demand a standard of quality for the art that we choose we deserve the trash that we get,1
2366,a modest and messy metaphysical thriller offering more question than answer,1
2367,julia is played with exasperating blandness by laura regan,1
2368,morrissette's script and direction show a fair amount of intelligence and wit but it doesn't signify a whole lot either,1
2369,there's suspension of disbelief and then there's bad screenwriting this film pack a wallop of the latter,1
2370,all m jovovich a the sanctified heroine ha to do is look radiant grimly purposeful and mildly alarmed while forcing open door wielding wrench and fleeing monster,1
2371,mocking kung fu picture when they were a staple of exploitation theater programming wa witty mocking them now is an exercise in pointlessness,1
2372,this is a particularly toxic little bonbon palatable to only a chosen and very jaundiced few,1
2373,this isn't just the cliffsnotes version of nicholas nickleby it's the cliffsnotes with page missing,1
2374,considering the harsh location and demanding stunt this must have been a difficult shoot but the movie prof rough going for the audience a well,1
2375,better at putting you to sleep than a sound machine,1
2376,so clich d that at one point they literally upset an apple cart,1
2377,it's a decent glimpse into a time period and an outcast that is no longer accessible but it doesn't necessarily shed more light on it subject than the popular predecessor,1
2378,it might be the first sci fi comedy that could benefit from a three's company style laugh track,1
2379,when the plot kick in the film loses credibility,1
2380,credibility sink into a mire of sentiment,1
2381,the movie take itself too seriously and a a result it make for only intermittent fun,1
2382,davis ha a bright chipper style that keep thing moving while never quite managing to connect her wish fulfilling character to the human race,1
2383,doesn't amount to much of anything,1
2384,bullock's complete lack of focus and ability quickly derails the film,1
2385,so stupid so ill conceived so badly drawn it created whole new level of ugly,1
2386,the truth is that the truth about charlie get increasingly tiresome,1
2387,enduring love but exhausting cinema,1
2388,some of seagal's action picture are guilty pleasure but this one is so formulaic that it seems to be on auto pilot,1
2389,a ponderous meditation on love that feel significantly longer than it relatively scant minute,1
2390,a long winded and stagy session of romantic contrivance that never really gel like the shrewd feminist fairy tale it could have been,1
2391,a little too pat for it own good,1
2392,there are film that try the patience of even the most cinema besotted critic and this wa one of them,1
2393,watching trouble every day at least if you don't know what's coming is like biting into what look like a juicy delicious plum on a hot summer day and coming away with your mouth full of rotten pulp and living worm,1
2394,well intentioned though it may be it soap opera morality tale have the antiseptic preprogrammed feel of an after school special,1
2395,what would jesus do if he wa a film director he'd create a movie better than this,1
2396,when a set of pre shooting guideline a director came up with for his actor turn out to be cleverer better written and of considerable more interest than the finished film that's a bad sign a very bad sign,1
2397,it's a deeply serious movie that care passionately about it subject but too often becomes ponderous in it teaching of history or lost in the intricate connection and multiple timeline of it story,1
2398,can't kick about the assembled talent and the russos show genuine promise a comic filmmaker still this thing feel flimsy and ephemeral,1
2399,diane lane shine in unfaithful almost everything else is wan,1
2400,i'm afraid you won't get through this frankly fantastical by the number b flick with just a suspension of disbelief rather you'll have to wrestle disbelief to the ground and then apply the chloroform soaked handkerchief,1
2401,so relentlessly wholesome it made me want to swipe something,1
2402,the title helpfully offer the most succinct review of it you'll read anywhere,1
2403,the maker of divine secret of the ya ya sisterhood should offer a free ticket second prize of course two free ticket to anyone who can locate a genuinely honest moment in their movie,1
2404,god help the poor woman if attal is this insecure in real life his fictional yvan's neurosis are aggravating enough to exhaust the patience of even the most understanding spouse,1
2405,let's cut to the consumer advice bottom line stay home,1
2406,undercover brother doesn't go far enough it's just a silly black genre spoof,1
2407,the film's implicit premise is that the faith of the tonga people is in every way inferior to that of john,1
2408,rate an 'e' for effort and a 'b' for boring,1
2409,you've already seen heartbreak if you've watched the far superior nurse betty or sunset boulevard even the unwatchable soapdish is more original,1
2410,play like one of those conversation that comic book guy on the simpson ha,1
2411,a journey that's too random and inconclusive to be compelling but which hoffman's brilliance almost make worth taking,1
2412,the movie bounce all over the map,1
2413,but buying into sham truth and routine indie filmmaking freundlich ha made just another safe movie it's not horrible just horribly mediocre,1
2414,not always too whimsical for it own good but enough to do harm this strange hybrid of crime thriller quirky character study third rate romance and female empowerment fantasy never really find the tonal or thematic glue it need,1
2415,juwanna mann no thanks wewannour money back actually,1
2416,it's a sometimes interesting remake that doesn't compare to the brilliant original,1
2417,you're too conscious of the effort it take to be this spontaneous,1
2418,salaciously simplistic,1
2419,feel bad for king who's honestly trying and schwartzman who's shot himself in the foot,1
2420,some actor steal scene tom green just give them a bad odor this self infatuated goofball is far from the only thing wrong with the clumsy comedy stealing harvard but he's the most obvious one,1
2421,sometimes fond memory should stay in the past a lesson this film teach all too well,1
2422,the enormous comic potential of an oafish idiot impersonating an aristocrat remains sadly unrealized,1
2423,shallow,1
2424,begin a a promising meditation on one of america's most durable obsession but wind up a a slender cinematic stunt,1
2425,a monster combat thriller a impersonal in it relentlessness a the videogame series that inspired it,1
2426,proof that a thriller can be sleekly shot expertly cast paced with crisp professionalism and still be a letdown if it twist and turn hold no more surprise than yesterday's weather report,1
2427,the reason we keep seeing the same movie with roughly the same people every year is because so many of u keep going and then out of embarrassment or stupidity not warning anyone,1
2428,there's not much going on in this movie unless you simply decide to buy into the notion that something inexplicably strange once happened in point pleasant,1
2429,in the second half of the film frei's control loosens in direct proportion to the amount of screen time he give nachtwey for self analysis,1
2430,director barry skolnick and his screenwriter glibly tick off every point of the longest yard playbook like a checklist,1
2431,the furious coherence that deniro brings to this part only underscore the fuzzy sentimentality of the movie itself which feel a it plod toward the end le like a movie than like the filmed reading of a script in need of polishing,1
2432,oh it's extreme all right extremely dumb extremely confusing extremely boring,1
2433,we never really feel involved with the story a all of it idea remain just that abstract idea,1
2434,for a shoot 'em up ballistic is oddly lifeless,1
2435,one minute you think you're watching a serious actioner the next it's a though clip from the pink panther strike again and or sailor moon have been spliced in,1
2436,what happened with pluto nash how did it ever get made,1
2437,we may never think of band camp a a geeky or nerdy thing again,1
2438,open a promising a any war adventure film you'll ever see and dissolve into a routine courtroom drama better suited for a movie titled glory a soldier's story,1
2439,the result is solemn and horrifying yet strangely detached,1
2440,these spider can outrun a motorcycle and wrap a person in a sticky cocoon in second but they fall short of being interesting or entertaining,1
2441,a le than thrilling thriller,1
2442,a long slog for anyone but the most committed pokemon fan,1
2443,matthew mcconaughey try and fails to control the screen with swaggering machismo and over the top lunacy,1
2444,how on earth or anywhere else did director ron underwood manage to blow million on this,1
2445,everyone connected to this movie seems to be part of an insider clique which tends to breed formulaic film rather than fresh one,1
2446,with a story inspired by the tumultuous surroundings of los angeles where feeling of marginalization loom for every dreamer with a burst bubble the dogwalker ha a few character and idea but it never manages to put them on the same path,1
2447,it lack of quality earns it a place alongside those other two recent duma botch job the man in the iron mask and the musketeer,1
2448,a benign but forgettable sci fi diversion,1
2449,the plot grind on with yawn provoking dullness,1
2450,it's never a good sign when a film's star spends the entirety of the film in a coma it's a worse sign when you begin to envy her condition,1
2451,it doesn't help that the director and cinematographer stephen kazmierski shoot on grungy video giving the whole thing a dirty tasteless feel,1
2452,desperately unfunny when it try to make u laugh and desperately unsuspenseful when it try to make u jump out of our seat,1
2453,this film's relationship to actual tension is the same a what christmas tree flocking in a spray can is to actual snow a poor if durable imitation,1
2454,john mctiernan's botched remake may be subtler than norman jewison's ultraviolent futuristic corporate sport saga it's also stupider,1
2455,director dirk shafer and co writer greg hinton ride the dubious divide where gay porn reach for serious drama,1
2456,borrows from so many literary and cinematic source that this future world feel absolutely deja vu,1
2457,a the character get more depressed the story get more tiresome especially a it continues to mount a conspicuous effort to be profound,1
2458,the acting by the over s lack spark with csokas particularly unconnected,1
2459,though howard demonstrates a great eye a a director this southern gothic drama is sadly a tough sit with an undeveloped narrative and enough flashback and heavy handed metaphor to choke a horse or at least slow him down to a canter,1
2460,falter when it take itself too seriously and when it depends too heavily on it otherwise talented cast to clown in situation that aren't funny,1
2461,the fight scene are fun but it grows tedious,1
2462,anyone who can count to five the film's target market can see where this dumbed down concoction is going,1
2463,all this turn out to be neither funny nor provocative only dull,1
2464,demme's loose approach kill the suspense,1
2465,this idea ha lost it originality and neither star appears very excited at rehashing what wa basically a one joke picture,1
2466,play in broad outline a pandering middle age buddy comedy,1
2467,the film is itself a sort of cinematic high crime one that brings military courtroom drama down very very low,1
2468,nothing more than a mediocre trifle,1
2469,a turgid little history lesson humourless and dull,1
2470,too silly to be frightening too stolid to be funny it project the same lazy affability a it nominal star david arquette,1
2471,if kaufman kept cameron diaz a prisoner in a cage with her ape in his latest he'd have them mate,1
2472,trivial where it should be profound and hyper cliched where it should be sincere,1
2473,it would be hard to think of a recent movie that ha worked this hard to achieve this little fun,1
2474,theology aside why put someone who ultimately doesn't learn at the center of a kids' story,1
2475,all that powerpuff girl charm is present in the movie but it's spread too thin,1
2476,sometimes smart but more often sophomoric,1
2477,the ill conceived modern day ending fall flat where it should deliver a moral punch,1
2478,collateral damage is despite it alleged provocation post an antique in the end a are it star it attitude and it obliviousness,1
2479,dawdles and drag when it should pop it doesn't even have the virtue of enough mindless violence to break up the tedium of all it generational bonding,1
2480,it save the planet message clash with it crass marketing,1
2481,a great idea becomes a not great movie,1
2482,watching this film nearly provoked me to take my own life and if the hour win 'best picture' i just might,1
2483,by the end i wa looking for something hard with which to bludgeon myself unconscious,1
2484,not a movie but a live action agitprop cartoon so shameless and coarse it's almost funny,1
2485,feel like six different movie fighting each other for attention,1
2486,life is a crock or something like it,1
2487,made by jackass for jackass,1
2488,despite a powerful portrayal by binoche it's a period romance that suffers from an overly deliberate pace and uneven narrative momentum,1
2489,the picture is a primer on what happens when lack of know how mix with lack of give a damn,1
2490,bartleby is a one joke movie and a bad joke at that,1
2491,disjointed parody,1
2492,given that both movie expect u to root for convicted violent felon over those assigned to protect u from same we need every bit of sympathy the con can muster this time there isn't much,1
2493,a bravura exercise in emptiness,1
2494,philip k dick must be turning in his grave along with my stomach,1
2495,despite the premise of a good story it waste all it star power on cliched or meaningless role,1
2496,all print of this film should be sent to and buried on pluto,1
2497,not only doe the movie fail to make u part of it reality it fails the most basic relevancy test a well,1
2498,first good then bothersome excellent acting and direction,1
2499,this goofy gangster yarn never really elevates itself from being yet another earnestly generic crime busting comic vehicle a well intentioned remake that show some spunk and promise but fails to register a anything distinctive or daring,1
2500,it's difficult to say whether the tuxedo is more boring or embarrassing i'm prepared to call it a draw,1
2501,even a lame horror flick go this is lame,1
2502,so routine familiar and predictable it raise the possibility that it wrote itself a a newly automated final draft computer program,1
2503,sunshine state lack the kind of dynamic that limbo offer and in some way is a rather indulgent piece,1
2504,even legend like alfred hitchcock and john huston occasionally directed trifle so it's no surprise to see a world class filmmaker like zhang yimou behind the camera for a yarn that's ultimately rather inconsequential,1
2505,a long winded predictable scenario,1
2506,too close to phantom menace for comfort,1
2507,silly humbuggery,1
2508,although trying to balance self referential humor and a normal ol' slasher plot seemed like a decent endeavor the result doesn't fully satisfy either the die hard jason fan or those who can take a good joke,1
2509,too clunky and too busy ribbing itself to be truly entertaining,1
2510,this movie is about lying cheating but loving the friend you betray,1
2511,it smack of purely commercial motivation with no great love for the original,1
2512,melanie eventually slug the yankee too bad the former murphy brown doesn't pop reese back,1
2513,at the bottom rung of the series' entry,1
2514,a real clunker a well made thoughtful well acted clunker but a clunker nonetheless,1
2515,a dreary rip off of goodfellas that serf a a muddled and offensive cautionary tale for hispanic american,1
2516,the picture scored by a perversely cheerful marcus miller accordion harmonica banjo abomination is a monument to bad in all it florid variety,1
2517,good for a few unintentional laugh extreme ops wa obviously made for the xxx crowd people who enjoy mindless action without the benefit of decent acting writing and direction,1
2518,a big baggy sprawling carnival of a movie stretching out before u with little rhyme or reason,1
2519,a frustrating combination of strained humor and heavy handed sentimentality,1
2520,lawrence preaches strictly to the converted,1
2521,a written by michael berg and michael j wilson from a story by wilson this relentless all wise guy all the time approach try way too hard and get tiring in no time at all,1
2522,will probably stay in the shadow of it two older more accessible qatsi sibling,1
2523,just when the movie seems confident enough to handle subtlety it dive into soapy bathos,1
2524,choppy editing and too many repetitive scene spoil what could have been an important documentary about stand up comedy,1
2525,the film fall back on the same old formula of teen sex outrageous prank and scene designed to push the envelope of bad taste for laugh,1
2526,the only thing in pauline and paulette that you haven't seen before is a scene featuring a football field sized oriental rug crafted out of million of vibrant flower,1
2527,if you're looking for comedy to be served up better look elsewhere,1
2528,it virtually defines a comedy that's strongly mediocre with funny bit surfacing every once in a while,1
2529,an instant candidate for worst movie of the year,1
2530,despite it title amy's orgasm is not a porno though it is a tedious a one,1
2531,like a tone deaf singer at a benefit concert john q is a bad movie appearing on behalf of a good cause,1
2532,adam sandler is to gary cooper what a gnat is to a racehorse,1
2533,what kid will discover is a new collectible what parent will suspect is that they're watching a minute commercial,1
2534,beer who when she's given the right line can charm the paint off the wall but the script go wrong at several key juncture,1
2535,without september collateral damage would have been just another bad movie now it's a bad embarrassing movie,1
2536,drag along in a dazed and enervated drenched in the past numbness,1
2537,there's a disturbing 'great white hope' undertone to the other side of heaven that subtly undermines it message of christian love and compassion,1
2538,unless you are in dire need of a diesel fix there is no real reason to see it wait for video and then don't rent it,1
2539,the attempt is courageous even if the result is wildly uneven,1
2540,there's something fundamental missing from this story something or someone to care about,1
2541,too much of this well acted but dangerously slow thriller feel like a preamble to a bigger more complicated story one that never materializes,1
2542,when a film is created solely because it's a marketable product soulless and ugly movie like this are the result let your silly childhood nostalgia slumber unmolested,1
2543,unfortunately heartbreak hospital want to convey the same kind of haughtiness in it own sketchy material but this territory ha already been explored previously with better aplomb and sardonic wit,1
2544,the more kevin costner rest on his pretty boy laurel the public is regrettably going to have tepid film like dragonfly tossed at them,1
2545,it's difficult to get beyond the overall blandness of american chai despite it likable performance and refreshingly naive point of view,1
2546,the latest installment in the pokemon canon pokemon ever is surprising le moldy and trite than the last two likely because much of the japanese anime is set in a scenic forest where pokemon graze in peace,1
2547,taken purely a an exercise in style this oppressively gloomy techno horror clambake is impossible to ignore but a a movie it's a humorless disjointed mess,1
2548,if myers decides to make another austin power movie maybe he should just stick with austin and dr evil,1
2549,the backyard battle you staged with your green plastic army men were more exciting and almost certainly made more sense,1
2550,too stupid to be satire too obviously hateful to be classified otherwise frank novak's irritating slice of lumpen life is a reliably soul killing a it title is nearly meaningless,1
2551,overly stylized with lot of flash black white freeze frame reminiscent of a pseudo hip luxury car commercial it's at it worst when it's actually inside the ring,1
2552,what is captured during the conceptual process doesn't add up to a sufficient explanation of what the final dance work the selection became in it final form,1
2553,if this is satire it's the smug and self congratulatory kind that let the audience completely off the hook,1
2554,had the film boasted a clearer more memorable the creepiness would have gotten under the skin,1
2555,these people wouldn't know subtle characterization if it put on a giant furry monster costume and then gave them a lapdance,1
2556,imagine if you will a tony hawk skating video interspliced with footage from behind enemy line and set to jersey shore techno,1
2557,it doesn't quite work but there's enough here to make u look forward to the russos' next offering,1
2558,any film featuring young child threatened by a terrorist bomb can no longer pas a mere entertainment,1
2559,the director's twitchy sketchbook style and adroit perspective shift grow wearisome amid leaden pacing and indifferent craftsmanship most notably wretched sound design,1
2560,about a satisfying and predictable a the fare at your local drive through,1
2561,apparently kissing lead to suicide attempt and tragic death marisa tomei is good but just a kiss is just a mess,1
2562,open at a funeral end on the protagonist's death bed and doesn't get much livelier in the three hour in between,1
2563,the noble tradition of men in drag hit an all time low in sorority boy whose maker apparently believe that women's clothing can cover up any deficiency in acting writing or direction,1
2564,to portray modern woman the way director davis ha done is just unthinkable,1
2565,too simple for it own good,1
2566,flaccid drama and exasperatingly slow journey,1
2567,a chaotic panorama that's too busy flying a lot of metaphoric flag,1
2568,suffers from rambling repetitive dialogue and the visual drabness endemic to digital video,1
2569,the screenplay sabotage the movie's strength at almost every juncture all the character are stereotype and their interaction is numbingly predictable,1
2570,a trashy exploitative thoroughly unpleasant experience,1
2571,newcomer helmer kevin donovan is hamstrung by a badly handled screenplay of what is really an amusing concept a high tech tux that transforms it wearer into a superman,1
